N,0,0,03/13/2024 02:00:44,1,null,0,4,36115,655,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19014409516066930,0,0,
N,0,4,03/13/2024 02:00:44,1,1,6,39872,56,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,19014409516066930,0,0,,1,6,39872,31,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,19014409516066930,0,0,
N,0,4,03/13/2024 02:00:44,1,2,7,39876,354,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,19014409516066930,0,0,,2,7,39876,347,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,13,10373,942,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,13,24222,14,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,1,15,10386,790,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,15,33916,581,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,26,36115,999,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,26,10155,999,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,27,36115,999,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,27,10155,351,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,28,36115,999,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,28,10373,982,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,29,36115,999,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,1,29,10373,999,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,30,36115,999,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,2,30,10373,999,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,31,36115,999,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,31,10373,999,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,32,36115,999,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,32,27783,809,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,33,36115,999,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,33,27783,999,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,34,36115,999,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,34,19853,183,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,0,31495,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,0,36260,462,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,1,25893,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,1,36263,959,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,2,25936,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,2,36263,100,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,3,25910,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,3,27783,50,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,4,25937,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,4,10373,309,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,6,25870,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,19014409516066930,0,0,,null
N,0,0,03/13/2024 02:00:44,1,null,0,6,36510,7,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,7,25940,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,19014409516066930,0,0,,0,7,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,0,8,21773,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,19014409516066930,0,0,,0,8,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,19014409516066930,0,0,
N,0,4,03/13/2024 02:00:44,1,3,33,19770,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33,19014409516066930,0,0,,3,33,19770,8,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33,19014409516066930,0,0,
N,0,4,03/13/2024 02:00:44,1,3,34,7569,209,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,34,19014409516066930,0,0,,3,34,7569,379,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,34,19014409516066930,0,0,
N,0,1,03/13/2024 02:00:44,1,3500,11,38896,1,7533,56045,1,21,21,23,23,22,9,9,8,8,8,0,31720,3500,5,11,19014409516066930,0,4,炼金术士,null
N,0,0,03/13/2024 02:00:44,1,null,3500,11,40345,1,1878,10591,0,15,15,0,0,0,7,7,0,0,0,0,0,3500,5,11,19014409516066930,0,18,青魔法师
N,0,1,03/13/2024 02:00:44,1,3201,8,40185,1,4196,33711,0,14,14,0,0,0,9,9,0,0,0,0,10328,3201,5,8,19014409516066930,0,6;9;23;24,暗黑骑士;绝枪战士;战士;骑士,null
N,0,0,03/13/2024 02:00:44,1,null,3201,8,32330,1,1959,10588,0,25,25,0,0,0,7,7,0,0,0,0,0,3201,5,8,19014409516066930,0,18,青魔法师
